idPersonaje	idFamilia	nombreA	nombreE	suhra	nacimiento	nacimiento_comentario	muerte	muerte_comentario	edad	edad_comentario	resumenBiografico	creado	modificado	publicado	maestrosOrientales	nacimientoec	muerteec	fuentesCitadas
7327	0	عيسى بن محمد بن عبد الله اللخمي	NA	NA	0	NA	436	v.	0	NA	NA	2010-12-29T01:14:50Z	2013-07-10T14:00:17Z	1	NA	0	1044	NA
7328	0	عيسى بن محمد بن عبد الله بن أبي زمنين المري، أبو الأصبغ	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7329	0	عيسى بن محمد بن عبد الله بن الناشئ التجيبي، أبو الأصبغ	ʿĪsà b. Muḥammad b. ʿAbd Allāh b. al-Nāšiʾ al-Tuğībī, Abū l-Aṣbag	NA	0	NA	440	dp.	0	NA	NA	2010-12-29T01:14:50Z	2015-05-26T10:06:01Z	1	NA	0	1048	الملاحي (IZ)
7330	380	عيسى بن محمد بن عبد الله بن خلف العبدري، ابن الواعظ، أبو الأصبغ	NA	ابن الواعظ	507	NA	546	/576, aprox.	39	ded.	NA	2010-12-29T01:14:50Z	2015-02-16T16:46:55Z	1	NA	1113	1151	عبد الله بن عفيون
7331	0	عيسى بن محمد بن عبد الله بن عيسى بن مؤمل بن أبي البحر الزهري الشنتريني، أبو الأصبغ	NA	NA	0	NA	530	aprox./aprox. 580	0	NA	NA	2010-12-29T01:14:50Z	2016-09-17T01:08:17Z	1	NA	0	1135	"القاضي أبو الفضل (IB)
ابن بشكوال (SD) ●"
7332	0	عيسى بن محمد بن عتيلة [عقيلة] الأموي	NA	NA	0	NA	393	v.	0	NA	NA	2010-12-29T01:14:50Z	2013-07-12T13:43:45Z	1	NA	0	0	NA
7333	236	عيسى بن محمد بن عمر بن أسود الغساني، أبو الأصبغ	ʿĪsà b. Muḥammad b ʿUmar b. Aswad, Abū l-Aṣbag	NA	0	NA	0	NA	0	NA	Almocrí y tradicionista almeriense, hizo la riḥla, estudiando durante su viaje con Abū Ḏarr al-Harawī y Abū Muḥammad al-Šantiğālī. A su vuelta a al-Andalus transmitieron de él su pariente Abū Isḥāq Ibrāhīm b. Aḥmad b. Aswad y Abū Bakr Ibn al-Faṣīḥ.	2010-12-29T01:14:50Z	2015-07-10T12:12:07Z	1	NA	0	0	ابن عياض
7334	0	عيسى بن محمد بن عمر بن محمد بن عيسى	NA	NA	0	NA	0	NA	0	NA	No existen datos sobre él.	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7335	0	عيسى بن محمد بن عمر قرطبي، الألبي، أبو الأصبغ	NA	الألبي	0	NA	0	NA	0	NA	Transmisor de Abū Marwān Ibn Masarra.	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7336	0	عيسى بن محمد بن عيسى الأموي المكتب	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	الخولاني ?
7337	237	عيسى بن محمد بن عيسى الرعيني، ابن صاحب الأحباس، أبو بكر	ʿĪsà b. Muḥammad b. ʿĪsà al-Ruʿaynī, Ibn Ṣāḥib al-Aḥbās, Abū Bakr	ابن صاحب الأحباس	395	NA	469	šaʿbān=febrero/470	74	ded.	NA	2010-12-29T01:14:50Z	2013-12-10T14:18:57Z	1	NA	1004	1077	ابن مدير (IB)
7338	0	عيسى بن محمد بن عيسى بن إسماعيل الزيادي إشبيلي، أبو الأصبغ	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7339	0	عيسى بن محمد بن عيسى بن أيوب البجاني، عيسون، أبو الأصبغ	ʿĪsà b. Muḥammad b. ʿĪsà b. Ayyūb, al-Bağğānī, ʿĪysūn, Abū l-Aṣbag	عيسون، البجاني	0	NA	355	NA	0	NA	NA	2010-12-29T01:14:50Z	2019-05-19T16:51:47Z	1	NA	0	965	NA
7340	0	عيسى بن محمد بن عيسى بن عبد الرحمن بن عقاب الغافقي، أبو الأصبغ	NA	NA	526	NA	600	2 muḥarram=11 septiembre	74	NA	NA	2010-12-29T01:14:50Z	2015-05-29T10:08:34Z	1	NA	1131	1203	الشيخ في الذيل < ابن الطيلسان (IZ)
7341	0	عيسى بن محمد بن عيسى بن عمر بن سعادة الأموي الشيخ الطبيب، أبو موسى	NA	NA	0	NA	728	NA	0	NA	NA	2010-12-29T01:14:50Z	2015-02-17T10:34:20Z	1	NA	0	1327	NA
7342	0	عيسى بن محمد بن عيسى بن محمد التجيبي وادي آشي، أبو الأصبغ	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7343	522	عيسى بن محمد بن عيسى بن موسى بن عيسى بن سعيد الأنصاري المنزلي، أبو الأصبغ	ʿĪsà b. Muḥammad b. ʿĪsà b. Mūsà b. ʿĪsà b. Saʿīd al-Anṣārī al-Manzilī, Abū l-Aṣbag	المنزلي	499	NA	540	aprox.	40	aprox.	NA	2010-12-29T01:14:50Z	2015-05-26T13:11:01Z	1	NA	1105	1145	محمد بن عياض ـ ذكره غن أبيه (IA)
7344	0	عيسى بن محمد بن فتوح بن فرج بن خلف بن عياش بن وهبون بن فتحون بن حرب الهاشمي المقرىء، ابن المرابط، أبو الأصبغ	NA	ابن المرابط	479	NA	552	/aprox. 560	70	NA	NA	2010-12-29T01:14:50Z	2015-05-29T09:56:24Z	1	NA	1086	1157	NA
7345	0	عيسى بن محمد بن مسلم بن عبد الله الرصافي، أبو الأصبغ	ʿĪsà b. Muḥammad b. Muslim b. ʿAbd Allāh al-Ruṣāfī, Abū l-Aṣbag	NA	0	NA	437	muḥarram=julio	0	NA	NA	2010-12-29T01:14:50Z	2012-05-25T17:19:51Z	1	NA	0	1045	ابن حيان (IB)
7346	0	عيسى بن محمد بن موسى بن خلف بن عمر بن محمد بن خروف الكناني التاكرني العابد، أبو الأصبغ	NA	NA	393	NA	437	muḥarram=julio	44	ded.	NA	2010-12-29T01:14:50Z	2013-12-18T12:07:32Z	1	NA	1002	1045	"ابن خزرج (IB). 
ابن بشكوال، ابن حيان (IZ)."
7347	0	عيسى بن محمد بن نعمان البكري، أبو بكر	NA	NA	0	NA	634	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	1236	NA
7348	0	عيسى بن محمد بن هارون بن عتاب النسفي الأستاذ، أبو موسى	ʿĪsà b Muḥammad b. Hārūn b. ʿAttāb al-Nasfī al-Ustāḏ, Abū Mūsà	NA	339	NA	422	v.	83	+, ded.	"Este individuo era extranjero y se formó en Bagdad, donde estudió las lecturas coránicas con el almocrí Abū Ṭāhir al-Bagdādī. Era de los que mejor conocía las noticias de los ulemas (<i>aḥbār al-ʿulamāʾ</i>), además de ser fidedigno en todo lo que transmitió. De <i>madhāb</i> ḥanafí.
Llegó a al-Andalus en el año 422, por tanto a los 83 años, con el propósito de comerciar."	2010-12-29T01:14:50Z	2018-08-31T14:02:10Z	1	NA	950	1030	NA
7349	132	عيسى بن محمد بن يوسف بن سليمان بن عيسى إشبيلي ، أبو الأصبغ	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2013-07-14T18:56:46Z	1	NA	0	0	NA
7350	0	عيسى بن محمد وجدي، أبو موسى	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7351	0	عيسى بن محمد، ابن الحطام، أبو الأصبغ	NA	ابن الحطام	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7352	0	عيسى بن محمد، أبو عبد الله	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7353	775	عيسى بن مزين، أبو الأصبغ	ʿĪsà b. Muzayn, Abū l-Aṣbag	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2017-02-10T11:53:30Z	1	NA	0	0	NA
7354	8	عيسى بن مسعود بن علي بن مسعود بن إسحاق بن إبراهيم بن عصام، أبو الحسن	ʿ Īsà b. Masʿūd b. Isḥāq b. Ibrāhīm b. ʿIṣām, Abū  Muḥammad	NA	0	NA	534	NA	0	NA	NA	2010-12-29T01:14:50Z	2016-07-18T12:23:50Z	1	NA	0	1139	ابن حبيش
7355	0	عيسى بن مسعود بن علي بن مسعود بن إسحاق بن إبراهيم بن عيسى بن محمد بن عيسى الأموي	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2013-07-12T13:46:08Z	1	NA	0	0	NA
7356	0	عيسى بن معاوية الإشبيلي الضرير	NA	NA	0	NA	0	NA	0	NA	Cargos: cadí en época de Almanzor y al-Muzaffar	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7357	0	عيسى بن مفرج بن يخلف الزناتي عدوي، أبو موسى	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2010-12-29T01:14:50Z	1	NA	0	0	NA
7358	573	عيسى بن مكرم الغافقي، أبو الأصبغ	ʿĪsà b. Mukrim al-Gāfiqī, Abū l-Aṣbag	NA	0	NA	336	NA	0	NA	NA	2010-12-29T01:14:50Z	2018-09-18T13:19:58Z	1	NA	0	947	NA
7359	0	عيسى بن منيب بن كامل الأموي	NA	NA	0	NA	380	v.	0	NA	NA	2010-12-29T01:14:50Z	2013-07-12T13:48:02Z	1	NA	0	0	NA
7360	59	عيسى بن موسى بن أحمد بن يوسف بن موسى (بن فهر) بن خصيب الأموي، ابن الإمام، أبو الأصبغ	ʿĪsà b. Mūsà b. Aḥmad b. Yūsuf b. Mūsà (b. Fahr) b. Ḫuṣayb al-Umawī, Ibn al-Imām, Abū l-Aṣbag	ابن الإمام	329	NA	386	jueves comienzo šaʿbān = 20 agosto	57	ded.	NA	2010-12-29T01:14:50Z	2019-05-19T18:08:54Z	1	▪ أبو قاسم بن الصقلي بالقيروان <br>	940	996	NA
7361	418	عيسى بن موسى بن بشكوال الأنصاري، أبو موسى	ʿĪsà b. Mūsà b. Baškuwāl al-Anṣārī, Abū Mūsà	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:50Z	2015-11-11T09:09:34Z	1	NA	0	0	NA
7362	0	عيسى بن موسى بن عمر الشعباني، ابن زروال، أبو الأصبغ	ʿĪsà b. Mūsà b. ʿUmar al-Šaʿbānī, Ibn Zarwāl, Abū l-Aṣbag	ابن زروال	0	NA	533	dp., ded.	0	NA	NA	2010-12-29T01:14:50Z	2016-08-02T08:57:01Z	1	NA	0	1138	الشيخ في الذيل (IZ)
7363	522	عيسى بن موسى بن عيسى بن سعيد الأنصاري البلنسي، المنزلي، أبو الأصبغ	ʿĪsà b. Mūsà b. ʿĪsà b. Saʿīd al-Anṣārī al-Balansī al-Manzilī, Abū l-Aṣbag	المنزلي	0	NA	563	rabīʿ I=diciembre / 523	0	NA	NA	2010-12-29T01:14:50Z	2015-05-26T12:59:09Z	1	NA	0	1167	NA
7364	0	عيسى بن ميمون بن ياسين اللمتوني مراكشي، أبو موسى	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7365	0	عيسى بن نمارة الأندلسي	NA	NA	0	NA	422	v.	0	NA	NA	2010-12-29T01:14:51Z	2013-04-05T13:52:11Z	1	NA	0	1030	NA
7366	0	عيسى بن هانىء بن خمير البزار الأندلسي، أبو موسى	ʿĪsà b. Hāniʾ b. Ḫumayr al-Bazzār al-Andalusī, Abū Mūsà	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2019-05-19T18:34:45Z	1	▪ جعفر بن محمد بن المستفاض الفرياني <br>	0	0	NA
7367	779	عيسى بن وكيل، أبو بكر	ʿĪsà  b. Wakīl, Abū Bakr	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2018-07-18T12:21:01Z	1	NA	0	0	السمط
7368	0	عيسى بن يحيى بن جبلة المغربي، أبو موسى	Īsà b. Yaḥyà b. Ğabala al-Magribī, Abū Mūsà	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2019-05-09T12:01:42Z	1	NA	0	0	NA
7369	0	عيسى بن يحيى بن حاتم (حكم) القيسي	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7370	0	عيسى بن يحيى بن عيسى بن أبي الأدهم	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7371	0	عيسى بن يحيى بن عيسى بن برال مروي، أبو الحسن	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2013-12-04T14:19:54Z	1	NA	0	0	NA
7372	289	عيسى بن يحيى بن عيسى بن عبد الرحمن بن أزهر الحجري، أبو القاسم	ʿĪsà b. Yaḥyà b. ʿĪsà b. ʿAbd al-Raḥmān b. Azhar al-Ḥağrī, Abū l-Qāsim	NA	0	NA	637	NA	0	NA	NA	2010-12-29T01:14:51Z	2019-05-14T13:09:02Z	1	NA	0	1239	أبو بكر بن سيد الناس
7373	0	عيسى بن يحيى بن عيسى، ابن الليطاني، أبو الأصبغ	NA	ابن الليطاني	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7374	0	عيسى بن يحيى، أبو الأصبغ	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7375	0	عيسى بن يخلف	NA	NA	0	NA	392	v.	0	NA	NA	2010-12-29T01:14:51Z	2014-06-13T12:43:55Z	1	NA	0	1001	NA
7376	0	عيسى بن يوسف بن أبي بكر الصنهاجي تلمسيني، ابن تامحجلت، أبو موسى	NA	ابن تامحجلت	0	NA	641	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	1243	NA
7377	132	عيسى بن يوسف بن سليمان بن عيسى، ابن الأعلم، أبو الأصبغ، أبو أيوب	ʿ Īsà b. Yūsuf b. Sulaymān b. ʿ Īsà, Ibn al-Aʿlam, Abū l-Aṣbag, Abū Ayyūb	ابن الأعلم	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2014-02-14T10:31:48Z	1	NA	0	0	NA
7378	0	عيسى بن يوسف بن عيسى بن إسماعيل الأنصاري	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7379	171	عيسى بن يوسف بن عيسى بن علي بن يوسف بن عيسى بن قاسم بن عيسى بن محمد بن فنتروس بن مصعب بن عمير بن مصعب الأزدي الزهراني الفاسي، ابن الملجوم، أبو موسى (أبو محمد عيسى)	NA	ابن الملجوم	476	NA	543	NA	67	ded.	NA	2010-12-29T01:14:51Z	2019-05-21T13:22:02Z	1	NA	1083	1148	NA
7380	0	عيسى بن يوسف بن محمد المخزومي الفراء	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7381	132	عيسى بن يوسف بن يوسف بن سليمان بن عيسى، ابن الأعلم، أبو الأصبغ	ʿ Īsà b. Yūsuf b. Yūsuf b. Sulaymān b. ʿ Īsà, Ibn al-Aʿlam, Abū l-Aṣbag	ابن الأعلم	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2014-02-14T10:35:07Z	1	NA	0	0	NA
7382	259	عيشون بن إسحاق بن عيشون السمطي	ʿAyšūn b. Isḥāq b. ʿAyšūn al-Simṭī	NA	0	NA	353	NA	0	NA	▪ Beréber del que se tiene poca información. Se sabe que transmitió de Muḥammad b. Waḍḍāḥ a través del visir Aḥmad b. Ḥudayr y que vivía en la campiña de Écija en medio de una tribu de beréberes.	2010-12-29T01:14:51Z	2019-05-19T18:39:56Z	1	NA	0	964	▪ أبو ثابت < أبو عمر أحمد بن حدير الوزير < محمد بن وضاح - أخبرنا ابنه (IF) <br>
7383	436	عيشون بن صافي بن أبي عيشون، أبو غالب	ʿAyšūn b. Ṣāfī b. Abī ʿAyšūn, Abū Gālib	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2019-05-19T18:43:10Z	1	NA	0	0	▪ عبد الرحمان بن عبيد الله - كتب عنه (IF) <br>
7384	292	عيشون بن محمد بن محمد بن عيشون اللخمي، أبو عمرو (أبو عمر)	NA	NA	590	NA	644	NA	54	NA	NA	2010-12-29T01:14:51Z	2015-02-21T17:35:53Z	1	NA	1193	1246	NA
7385	0	عيشون، الخير	ʿAyšūn	الخير	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	ابن حيان
7386	0	غازي بن علي بن عبد العزيز السعدي، أبو الحسن	Gāzī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7387	0	غالب (عبد الغالب) بن عبد الكريم بن غالب (عبد الغالب) بن وهب بن حزم بن علوان القرشي	Gālib	NA	0	NA	0	NA	0	NA	"""No existen datos en su biografía; sólo el nombre"""	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7388	0	غالب الفزاري القارىء، الجلاد، أبو تمام	NA	الجلاد	0	NA	0	NA	0	NA	Sólo se sabe de él que era conocido por su kunya, Abū Tammām, que vivía en Córdoba y que era salmodiador del Corán (muŷawwid)	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	الرازي
7389	0	غالب بن أبي بكر الحضرمي، ابن الأشقر، أبو تمام	NA	ابن الأشقر	0	NA	727	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	1326	NA
7390	0	غالب بن أحمد (بن أصبغ) بن عبد الصمد القشيري	NA	NA	0	NA	560	/502 (IZ)	0	NA	NA	2010-12-29T01:14:51Z	2014-09-11T11:17:17Z	1	NA	0	1164	"الملاحي -ذكره
ابو تمام العوفي - ذكره"
7391	0	غالب بن أحمد بن حفصون، أبو الوليد	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7392	0	غالب بن أحمد بن خالد، أبو تمام	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7393	0	غالب بن الحسن بن عبد الولي، ابن العجنة، أبو تمام	NA	ابن العجنة	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2010-12-29T01:14:51Z	1	NA	0	0	NA
7394	0	غالب بن أمية بن غالب الموروري، أبو العاصي	Gālib b. Umayya b. Gālib al-Mawrūrī, Abū l-ʿĀṣī	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2017-02-15T10:43:06Z	1	NA	0	0	NA
7395	86	غالب بن تمام بن عبد الرؤوف بن عبد الله بن تمام بن عطية بن خالد بن خفاف المحاربي	Gālib b. Tammām b. ʿAbd al-Raʾūf b. ʿ Abd Allāh b. Tammam  b. ʿAṭiyya b. Ḫālid b. Ḫufāf al-Muḥāribī	NA	0	NA	400	a.	0	NA	NA	2010-12-29T01:14:51Z	2017-11-15T11:39:10Z	1	أبو القاسم بن الجلاب، أخذ عنه مختصره في الفقه.	0	1009	ابن الفرضي (IB)
7396	0	غالب بن تمام	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:51Z	2014-09-11T11:44:06Z	1	NA	0	0	الشيخ في الذيل -ذكره
7397	29	غالب بن حسن بن أحمد بن سيد بونه (بونة) الخزاعي، أبو تمام	NA	NA	0	NA	651	NA	0	NA	NA	2010-12-29T01:14:51Z	2012-02-17T14:14:27Z	1	NA	0	1253	NA
7398	29	غالب بن حسن بن غالب بن حسن بن أحمد بن يحيى بن سيد بونة الخزاعي، أبو تمام	NA	NA	653	NA	733	NA	80	NA	NA	2010-12-29T01:14:51Z	2013-11-11T10:34:28Z	1	NA	1255	1332	NA
7399	0	غالب بن رباح، الحجام، أبو تمام	NA	الحجام	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	المسهب
7400	0	غالب بن زيدون، أبو الحسن	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	NA
7401	590	غالب بن سلام	Gālib b. Salām	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2019-05-19T18:57:33Z	1	"▪ علي بن عبد العزيز <br>
▪ المقدام بن داود الرغيني <br>
▪ أحمد بن شعيب النسائي <br>
▪ أبو يعقوب المنجنيقي <br>"	0	0	▪ خالد بن سعد - قال (IH) <br>
7402	0	غالب بن عبد الرحمن بن غالب القرشي المكتب، أبو تمام	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	NA
7403	86	غالب بن عبد الرحمن بن غالب بن تمام بن عبد الرؤوف (بن تمام) بن عبد الله بن تمام بن عطية بن خالد (مالك) بن عطية بن خالد بن خفاف (حفاف) بن أسلم بن مكرم من ولد زيد بن محارب بن خصفة بن قيس عيلان بن مضر المحاربي، ابن عطية، أبو بكر	Gālib b. ʿAbd al-Raḥmān b. Gālib b. Tammām b. ʿAbd al-Raʾūf b. Tammām b. ʿAbd Allāh b. Tammām b. ʿAṭiyya b. Ḫālid (Mālik) b. ʿAṭiyya b. Ḫālid b. Ḫufāf (Ḥufāf) b. Aslam b. Mukrim min wuld Zayd b. Muḥārib b. Ḫafṣa b. Qays ʿAylān b. Muḍar al-Muḥāribī, Ibn ʿAṭiyya, Abū Bakr	ابن عطية	441	NA	518	23 ğumādà II=7 agosto	77	ded.	NA	2010-12-29T01:14:52Z	2019-03-15T10:45:27Z	1	"أبو عبد الله الحسين بن علي الطبري، نزيل مكة، سمع منه صحيح مسلم وأجاز له. <br />
أبو الفضل عبد الله بن حسين الجوهري ي مصر. <br />
أبو عبد الله محمد بن معاذ التميمي، أخذ عنه صحسح البخاري عن أبي ذر وعيره. <br />

"	1049	1124	ابن بشكوال (SD) ●
7404	170	غالب بن عبد الرحمن بن محمد بن غالب (خلف) الأنصاري، الشراط، أبو بكر، أبو تمام	Gālib b. ʿAbd al-Raḥmān b. Muḥammad b. Gālib al-Anṣārī, al-Šarrāṭ, Abū Bakr, Abū Tammām	الشراط	559	martes 18 ğumāda II=13 mayo (miércoles)	600	sábado 6 rabīʿ II=13 diciembre	41	NA	NA	2010-12-29T01:14:52Z	2015-01-30T13:23:33Z	1	NA	1164	1203	"ابن طيلسان -ذكره
الشيخ في الذيل -ذكره"
7405	174	غالب بن عبد القاهر بن يوسف بن حكم، ابن القلاس، أبو بكر	Gālib b. ʿAbd al-Qāhir b. Yūsuf b. Ḥakam, Ibn al-Qallās, Abū Bakr	ابن القلاس	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	NA
7406	0	غالب بن عبد الله بن أبي اليمن بن محمد بن عامل القيسي الثغري النحوي المقرئ، القطيني، أبو تمام	NA	القطيني	393	NA	465	12 ramaḍān=22 mayo / 466	72	ded.	NA	2010-12-29T01:14:52Z	2018-12-03T12:09:51Z	1	NA	1002	1073	"أبو عبد الله محمد بن عمر الأشبوني (H) ●  
الحميدي، ابن سكرة (IB) ●  
ابن بشكوال (IA) ● 
"
7407	38	غالب بن عبد الله بن أحمد بن مسعود بن مفرج بن مسعود بن سفيان بن صنعون بن سفيان القنطري، أبو محمد	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2013-07-18T18:12:41Z	1	NA	0	0	NA
7408	0	غالب بن عبد الله بن هنيا، أبو بكر	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2013-07-19T09:44:11Z	1	NA	0	0	NA
7409	0	غالب بن عبد الملك بن عبد العزيز بن موسى الكلبي	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2013-07-17T09:17:13Z	1	NA	0	0	NA
7410	0	غالب بن عبد الملك بن غالب اَلغساني، القليعي، أبو بكر	Gālib b. ʿAbd al-Malik b. Gālib al-Gassānī, al-Qulayʿī, Abū Bakr	القليعي	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	NA
7411	0	غالب بن علي بن غالب اليحصبي قرطبي، ابن الزيات، أبو بكر	NA	ابن الزيات	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	NA
7412	481	غالب بن علي بن محمد اللخمي الشقوري، أبو تمام	Gālib b. ʿAlī b. Muḥammad al-Laḥmī al-Šaqūrī, Abū Tammām	NA	0	NA	741	NA	0	NA	NA	2010-12-29T01:14:52Z	2015-03-03T13:30:12Z	1	NA	0	1340	NA
7413	350	غالب بن عمر	Gālib b. ʿUmar	NA	0	NA	314	NA	0	NA	NA	2010-12-29T01:14:52Z	2018-09-18T13:27:52Z	1	"▪ أحمد بن شعيب النسائي</br>
▪ أَبي يعقوب المنجنيقي </br>"	0	926	خالد بن سعد (IH, IF)</br>
7414	130	غالب بن عمر، ابن التياني	Gālib b. ʿUmar, Ibn al-Tayyānī	ابن التياني	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2012-10-19T16:31:40Z	1	NA	0	0	NA
7415	0	غالب بن عيسى بن أبي يوسف بن أبي العافية بن مطرف بن نعم الأنصاري الأندلسي المالكي، أبو تمام	NA	NA	0	NA	479	dp.	0	NA	NA	2010-12-29T01:14:52Z	2016-10-19T10:54:01Z	1	NA	0	1086	NA
7416	0	غالب بن محمد القيسي القطيني	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	0	NA
7417	0	غالب بن محمد بن أبي نصر السهمي المقري، أبو تمام	NA	NA	0	NA	469	/499	0	NA	NA	2010-12-29T01:14:52Z	2014-06-13T12:29:05Z	1	NA	0	1076	القنطري
7418	0	غالب بن محمد بن إسماعيل (بن غالب) الأنصاري، أبو تمام	NA	NA	0	NA	629	NA	0	NA	NA	2010-12-29T01:14:52Z	2010-12-29T01:14:52Z	1	NA	0	1231	NA
7419	0	غالب بن محمد بن عبد الرحمن بن عبد الله بن نهيك الأشوني الهواري، أبو تمام	Gālib b. Muḥammad b. ʿAbd al-Raḥmān b. ʿAbd Allāh b. Nahīk al-Ušūnī al-Ḥawwārī, Abū Tammām	NA	376	NA	440	šaʿbān=enero	64	ded.	NA	2010-12-29T01:14:52Z	2013-12-16T13:19:47Z	1	NA	986	1049	أبو محمد بن خزرج (IB)
7420	0	غالب بن محمد بن غالب اللخمي، ابن حبيش، أبو عمرو (عمر)	NA	ابن حبيش	0	NA	629	v./aprox. 630	0	NA	NA	2010-12-29T01:14:52Z	2014-06-13T12:26:12Z	1	NA	0	1231	NA
7421	0	غالب بن محمد بن هشام (بن محمد) بن زياد العوفي القاضي المحدث المصنف الحافظ، أبو تمام	NA	NA	0	NA	586	v. 584	0	NA	NA	2010-12-29T01:14:52Z	2014-06-13T12:25:06Z	1	NA	0	1190	الذيل
